Year,Food price index,Unit measure,Unit multiplier,Observation status,Value
2010 06,Fruit,Index,Units,Undefined,0.767644599
2010 07,Fruit,Index,Units,Undefined,0.95229695
2010 08,Fruit,Index,Units,Undefined,0.790453145
2010 09,Fruit,Index,Units,Undefined,0.881463371
2010 10,Fruit,Index,Units,Undefined,1.145845485
2010 11,Fruit,Index,Units,Undefined,1.375381447
2010 12,Fruit,Index,Units,Undefined,2.045622937
2011 01,Fruit,Index,Units,Undefined,1.7675148
2011 02,Fruit,Index,Units,Undefined,0.944229741
2011 03,Fruit,Index,Units,Undefined,-0.584270409
2011 04,Fruit,Index,Units,Undefined,-0.929672996
2011 05,Fruit,Index,Units,Undefined,0.081114489
2011 06,Fruit,Index,Units,Undefined,0.276549906
2011 07,Fruit,Index,Units,Undefined,-0.008270054
2011 08,Fruit,Index,Units,Undefined,-0.443747486
2011 09,Fruit,Index,Units,Undefined,0.221783826
2011 10,Fruit,Index,Units,Undefined,-0.280023204
2011 11,Fruit,Index,Units,Undefined,0.192692707
2011 12,Fruit,Index,Units,Undefined,0.482949747
2012 01,Fruit,Index,Units,Undefined,0.075984594
2012 02,Fruit,Index,Units,Undefined,-1.092202503
2012 03,Fruit,Index,Units,Undefined,-0.74958981
2012 04,Fruit,Index,Units,Undefined,-0.118192869
2012 05,Fruit,Index,Units,Undefined,-0.504574974
2012 06,Fruit,Index,Units,Undefined,-0.341220626
2012 07,Fruit,Index,Units,Undefined,-0.11415297
2012 08,Fruit,Index,Units,Undefined,0.203080313
2012 09,Fruit,Index,Units,Undefined,-0.437696084
2012 10,Fruit,Index,Units,Undefined,0.279220831
2012 11,Fruit,Index,Units,Undefined,0.739932872
2012 12,Fruit,Index,Units,Undefined,1.365074688
2013 01,Fruit,Index,Units,Undefined,1.340694406
2013 02,Fruit,Index,Units,Undefined,1.584845646
2013 03,Fruit,Index,Units,Undefined,0.90448013
2013 04,Fruit,Index,Units,Undefined,1.376665176
2013 05,Fruit,Index,Units,Undefined,0.944017799
2013 06,Fruit,Index,Units,Undefined,0.413475918
2013 07,Fruit,Index,Units,Undefined,0.797828094
2013 08,Fruit,Index,Units,Undefined,0.588105436
2013 09,Fruit,Index,Units,Undefined,1.293440535
2013 10,Fruit,Index,Units,Undefined,1.095115614
2013 11,Fruit,Index,Units,Undefined,0.445849575
2013 12,Fruit,Index,Units,Undefined,-0.230622888
2014 01,Fruit,Index,Units,Undefined,0.035635945
2014 02,Fruit,Index,Units,Undefined,-0.700765608
2014 03,Fruit,Index,Units,Undefined,-0.247726804
2014 04,Fruit,Index,Units,Undefined,-0.314144135
2014 05,Fruit,Index,Units,Undefined,-0.470996795
2014 06,Fruit,Index,Units,Undefined,-0.767875655
2014 07,Fruit,Index,Units,Undefined,-0.957309446
2014 08,Fruit,Index,Units,Undefined,-0.626485198
2014 09,Fruit,Index,Units,Undefined,-0.770043008
2014 10,Fruit,Index,Units,Undefined,0.190658185
2014 11,Fruit,Index,Units,Undefined,0.466446674
2014 12,Fruit,Index,Units,Undefined,0.558015785
2015 01,Fruit,Index,Units,Undefined,-0.42812036
2015 02,Fruit,Index,Units,Undefined,-0.54383973
2015 03,Fruit,Index,Units,Undefined,-0.845813582
2015 04,Fruit,Index,Units,Undefined,-0.590590628
2015 05,Fruit,Index,Units,Undefined,-0.24863229
2015 06,Fruit,Index,Units,Undefined,-0.318869195
2015 07,Fruit,Index,Units,Undefined,-0.57439829
2015 08,Fruit,Index,Units,Undefined,-0.710115949
2015 09,Fruit,Index,Units,Undefined,-0.491550663
2015 10,Fruit,Index,Units,Undefined,-0.37750317
2015 11,Fruit,Index,Units,Undefined,-0.115293432
2015 12,Fruit,Index,Units,Undefined,0.002303748
2016 01,Fruit,Index,Units,Undefined,-0.578092526
2016 02,Fruit,Index,Units,Undefined,-0.631885678
2016 03,Fruit,Index,Units,Undefined,-0.210242487
2016 04,Fruit,Index,Units,Undefined,-0.354294015
2016 05,Fruit,Index,Units,Undefined,-0.376855424
2016 06,Fruit,Index,Units,Undefined,-0.610537083
2016 07,Fruit,Index,Units,Undefined,-0.585715495
2016 08,Fruit,Index,Units,Undefined,-0.289917077
2016 09,Fruit,Index,Units,Undefined,0.275023611
2016 10,Fruit,Index,Units,Undefined,0.307135493
2016 11,Fruit,Index,Units,Undefined,0.651058182
2016 12,Fruit,Index,Units,Undefined,0.284917285
2017 01,Fruit,Index,Units,Undefined,-0.314943785
2017 02,Fruit,Index,Units,Undefined,-0.298860365
2017 03,Fruit,Index,Units,Undefined,-0.368444305
2017 04,Fruit,Index,Units,Undefined,0.232137713
2017 05,Fruit,Index,Units,Undefined,0.003424842
2017 06,Fruit,Index,Units,Undefined,-0.044610474
2017 07,Fruit,Index,Units,Undefined,-0.080819479
2017 08,Fruit,Index,Units,Undefined,-0.240716603
2017 09,Fruit,Index,Units,Undefined,-0.174114709
2017 10,Fruit,Index,Units,Undefined,0.46075191
2017 11,Fruit,Index,Units,Undefined,0.700978478
2017 12,Fruit,Index,Units,Undefined,0.645936767
2018 01,Fruit,Index,Units,Undefined,0.807385734
2018 02,Fruit,Index,Units,Undefined,0.440179734
2018 03,Fruit,Index,Units,Undefined,-0.069467684
2018 04,Fruit,Index,Units,Undefined,-0.297589872
2018 05,Fruit,Index,Units,Undefined,-0.282406948
2018 06,Fruit,Index,Units,Undefined,-0.367053588
2018 07,Fruit,Index,Units,Undefined,-0.233294935
2018 08,Fruit,Index,Units,Undefined,-0.219103974
2018 09,Fruit,Index,Units,Undefined,0.092432858
2018 10,Fruit,Index,Units,Undefined,0.462787977
2018 11,Fruit,Index,Units,Undefined,0.220961131
2018 12,Fruit,Index,Units,Undefined,-0.123048537
2019 01,Fruit,Index,Units,Undefined,-0.076341071
2019 02,Fruit,Index,Units,Undefined,-0.501417173
2019 03,Fruit,Index,Units,Undefined,-0.764543806
2019 04,Fruit,Index,Units,Undefined,-0.759551899
2019 05,Fruit,Index,Units,Undefined,-0.908588264
2019 06,Fruit,Index,Units,Undefined,-0.042933263
2019 07,Fruit,Index,Units,Undefined,-0.121219463
2019 08,Fruit,Index,Units,Undefined,-0.151058636
2019 09,Fruit,Index,Units,Undefined,-0.082263382
2019 10,Fruit,Index,Units,Undefined,-0.478587716
2019 11,Fruit,Index,Units,Undefined,0.041926708
2019 12,Fruit,Index,Units,Undefined,0.07775269
2020 01,Fruit,Index,Units,Undefined,-0.054637011
2020 02,Fruit,Index,Units,Undefined,0.207181259
2020 03,Fruit,Index,Units,Undefined,-0.323965012
2020 04,Fruit,Index,Units,Undefined,-0.299593282
2020 05,Fruit,Index,Units,Undefined,-0.149721763
2020 06,Fruit,Index,Units,Undefined,-0.005555031
2020 07,Fruit,Index,Units,Undefined,-0.340132812
2020 08,Fruit,Index,Units,Undefined,-0.257530169
1988 01,Vegetables,Index,Units,Undefined,
1988 02,Vegetables,Index,Units,Undefined,
1988 03,Vegetables,Index,Units,Undefined,
1988 04,Vegetables,Index,Units,Undefined,
1988 05,Vegetables,Index,Units,Undefined,
1988 06,Vegetables,Index,Units,Undefined,
1988 07,Vegetables,Index,Units,Undefined,
1988 08,Vegetables,Index,Units,Undefined,
1988 09,Vegetables,Index,Units,Undefined,
1988 10,Vegetables,Index,Units,Undefined,
1988 11,Vegetables,Index,Units,Undefined,
1988 12,Vegetables,Index,Units,Undefined,
1989 01,Vegetables,Index,Units,Undefined,0.569793853
1989 02,Vegetables,Index,Units,Undefined,0.326141403
1989 03,Vegetables,Index,Units,Undefined,0.347311619
1989 04,Vegetables,Index,Units,Undefined,0.467550328
1989 05,Vegetables,Index,Units,Undefined,0.361750524
1989 06,Vegetables,Index,Units,Undefined,0.225641363
1989 07,Vegetables,Index,Units,Undefined,-0.724336915
1989 08,Vegetables,Index,Units,Undefined,0.026654227
1989 09,Vegetables,Index,Units,Undefined,0.435741901
1989 10,Vegetables,Index,Units,Undefined,1.442697939
1989 11,Vegetables,Index,Units,Undefined,1.551616923
1989 12,Vegetables,Index,Units,Undefined,1.817800373
1990 01,Vegetables,Index,Units,Undefined,2.016347314
1990 02,Vegetables,Index,Units,Undefined,1.870982258
1990 03,Vegetables,Index,Units,Undefined,1.484361789
1990 04,Vegetables,Index,Units,Undefined,1.566337945
1990 05,Vegetables,Index,Units,Undefined,1.278885403
1990 06,Vegetables,Index,Units,Undefined,-0.333827704
1990 07,Vegetables,Index,Units,Undefined,-1.701450099
1990 08,Vegetables,Index,Units,Undefined,-0.725365619
1990 09,Vegetables,Index,Units,Undefined,0.331771604
1990 10,Vegetables,Index,Units,Undefined,1.239954855
1990 11,Vegetables,Index,Units,Undefined,0.861702451
1990 12,Vegetables,Index,Units,Undefined,0.872662926
1991 01,Vegetables,Index,Units,Undefined,0.888431363
1991 02,Vegetables,Index,Units,Undefined,1.365596701
1991 03,Vegetables,Index,Units,Undefined,0.631323502
1991 04,Vegetables,Index,Units,Undefined,0.383333019
1991 05,Vegetables,Index,Units,Undefined,-0.75598941
1991 06,Vegetables,Index,Units,Undefined,0.354039513
1991 07,Vegetables,Index,Units,Undefined,-0.020887427
1991 08,Vegetables,Index,Units,Undefined,0.504157014
1991 09,Vegetables,Index,Units,Undefined,-0.749274521
1991 10,Vegetables,Index,Units,Undefined,-0.224088006
1991 11,Vegetables,Index,Units,Undefined,0.256257409
1991 12,Vegetables,Index,Units,Undefined,0.58911322
1992 01,Vegetables,Index,Units,Undefined,0.811697968
1992 02,Vegetables,Index,Units,Undefined,-0.437856452
1992 03,Vegetables,Index,Units,Undefined,-0.321096058
1992 04,Vegetables,Index,Units,Undefined,-1.187524157
1992 05,Vegetables,Index,Units,Undefined,-0.845768642
1992 06,Vegetables,Index,Units,Undefined,-1.34444834
1992 07,Vegetables,Index,Units,Undefined,-1.831133883
1992 08,Vegetables,Index,Units,Undefined,-1.651827948
1992 09,Vegetables,Index,Units,Undefined,-1.167897056
1992 10,Vegetables,Index,Units,Undefined,0.020622741
1992 11,Vegetables,Index,Units,Undefined,-0.990649857
1992 12,Vegetables,Index,Units,Undefined,-0.364625556
1993 01,Vegetables,Index,Units,Undefined,-0.29765756
1993 02,Vegetables,Index,Units,Undefined,0.278280586
1993 03,Vegetables,Index,Units,Undefined,0.216191926
1993 04,Vegetables,Index,Units,Undefined,-0.689053118
1993 05,Vegetables,Index,Units,Undefined,-0.204969261
1993 06,Vegetables,Index,Units,Undefined,-1.369006702
1993 07,Vegetables,Index,Units,Undefined,-0.797206914
1993 08,Vegetables,Index,Units,Undefined,-1.113642794
1993 09,Vegetables,Index,Units,Undefined,-0.43721885
1993 10,Vegetables,Index,Units,Undefined,-0.657932695
1993 11,Vegetables,Index,Units,Undefined,-0.591833995
1993 12,Vegetables,Index,Units,Undefined,-0.21714488
1994 01,Vegetables,Index,Units,Undefined,-0.049782237
1994 02,Vegetables,Index,Units,Undefined,0.046657575
1994 03,Vegetables,Index,Units,Undefined,0.127975647
1994 04,Vegetables,Index,Units,Undefined,0.490609356
1994 05,Vegetables,Index,Units,Undefined,1.017178015
1994 06,Vegetables,Index,Units,Undefined,0.84739592
1994 07,Vegetables,Index,Units,Undefined,0.915887086
1994 08,Vegetables,Index,Units,Undefined,0.88629711
1994 09,Vegetables,Index,Units,Undefined,0.535093874
1994 10,Vegetables,Index,Units,Undefined,0.914123148
1994 11,Vegetables,Index,Units,Undefined,0.833465078
1994 12,Vegetables,Index,Units,Undefined,1.098022315
1995 01,Vegetables,Index,Units,Undefined,2.268272753
1995 02,Vegetables,Index,Units,Undefined,2.359760763
1995 03,Vegetables,Index,Units,Undefined,2.613163524
1995 04,Vegetables,Index,Units,Undefined,1.635354623
1995 05,Vegetables,Index,Units,Undefined,1.889873615
1995 06,Vegetables,Index,Units,Undefined,0.063045325
1995 07,Vegetables,Index,Units,Undefined,-1.127381778
1995 08,Vegetables,Index,Units,Undefined,0.408817399
1995 09,Vegetables,Index,Units,Undefined,1.921445466
1995 10,Vegetables,Index,Units,Undefined,1.246303356
1995 11,Vegetables,Index,Units,Undefined,-0.169458136
1995 12,Vegetables,Index,Units,Undefined,-0.09470095
1996 01,Vegetables,Index,Units,Undefined,0.688111774
1996 02,Vegetables,Index,Units,Undefined,1.176204365
1996 03,Vegetables,Index,Units,Undefined,1.320474715
1996 04,Vegetables,Index,Units,Undefined,0.392545724
1996 05,Vegetables,Index,Units,Undefined,-0.778398549
1996 06,Vegetables,Index,Units,Undefined,-1.393601718
1996 07,Vegetables,Index,Units,Undefined,-1.595033013
1996 08,Vegetables,Index,Units,Undefined,-1.169445398
1996 09,Vegetables,Index,Units,Undefined,-1.994595837
1996 10,Vegetables,Index,Units,Undefined,-2.022532297
1996 11,Vegetables,Index,Units,Undefined,-3.185403575
1996 12,Vegetables,Index,Units,Undefined,-2.228548658
1997 01,Vegetables,Index,Units,Undefined,-0.656162913
1997 02,Vegetables,Index,Units,Undefined,-1.549589816
1997 03,Vegetables,Index,Units,Undefined,-2.795972302
1997 04,Vegetables,Index,Units,Undefined,-3.059315941
1997 05,Vegetables,Index,Units,Undefined,-2.208415316
1997 06,Vegetables,Index,Units,Undefined,-0.215558485
1997 07,Vegetables,Index,Units,Undefined,-0.045769552
1997 08,Vegetables,Index,Units,Undefined,-0.678658359
1997 09,Vegetables,Index,Units,Undefined,-1.095966017
1997 10,Vegetables,Index,Units,Undefined,-0.259048816
1997 11,Vegetables,Index,Units,Undefined,0.040851788
1997 12,Vegetables,Index,Units,Undefined,0.294132463
1998 01,Vegetables,Index,Units,Undefined,0.209645007
1998 02,Vegetables,Index,Units,Undefined,0.258473356
1998 03,Vegetables,Index,Units,Undefined,0.648025471
1998 04,Vegetables,Index,Units,Undefined,0.380322581
1998 05,Vegetables,Index,Units,Undefined,1.797974488
1998 06,Vegetables,Index,Units,Undefined,0.069095474
1998 07,Vegetables,Index,Units,Undefined,-0.306321154
1998 08,Vegetables,Index,Units,Undefined,0.724239128
1998 09,Vegetables,Index,Units,Undefined,0.995272919
1998 10,Vegetables,Index,Units,Undefined,1.690555862
1998 11,Vegetables,Index,Units,Undefined,0.46058158
1998 12,Vegetables,Index,Units,Undefined,1.913208682
1999 01,Vegetables,Index,Units,Undefined,1.83140599
1999 02,Vegetables,Index,Units,Undefined,1.936128952
1999 03,Vegetables,Index,Units,Undefined,0.469417834
1999 04,Vegetables,Index,Units,Undefined,-0.567429491
1999 05,Vegetables,Index,Units,Undefined,-0.272303063
1999 06,Vegetables,Index,Units,Undefined,-0.469592336
1999 07,Vegetables,Index,Units,Undefined,-0.784616535
1999 08,Vegetables,Index,Units,Undefined,-1.982572967
1999 09,Vegetables,Index,Units,Undefined,-1.351548667
1999 10,Vegetables,Index,Units,Undefined,-1.027665517
1999 11,Vegetables,Index,Units,Undefined,-0.892553425
1999 12,Vegetables,Index,Units,Undefined,-1.338977931
2000 01,Vegetables,Index,Units,Undefined,-1.16742142
2000 02,Vegetables,Index,Units,Undefined,-1.466479478
2000 03,Vegetables,Index,Units,Undefined,-1.902908276
2000 04,Vegetables,Index,Units,Undefined,-1.949856242
2000 05,Vegetables,Index,Units,Undefined,-1.684476956
2000 06,Vegetables,Index,Units,Undefined,-0.303709127
2000 07,Vegetables,Index,Units,Undefined,1.572497611
2000 08,Vegetables,Index,Units,Undefined,0.146725472
2000 09,Vegetables,Index,Units,Undefined,0.417888814
2000 10,Vegetables,Index,Units,Undefined,-0.431865158
2000 11,Vegetables,Index,Units,Undefined,0.631755533
2000 12,Vegetables,Index,Units,Undefined,0.416982427
2001 01,Vegetables,Index,Units,Undefined,0.763854398
2001 02,Vegetables,Index,Units,Undefined,0.34750134
2001 03,Vegetables,Index,Units,Undefined,0.914065044
2001 04,Vegetables,Index,Units,Undefined,1.056873981
2001 05,Vegetables,Index,Units,Undefined,3.662538045
2001 06,Vegetables,Index,Units,Undefined,3.321752006
2001 07,Vegetables,Index,Units,Undefined,0.727239852
2001 08,Vegetables,Index,Units,Undefined,-0.61370874
2001 09,Vegetables,Index,Units,Undefined,-0.843714728
2001 10,Vegetables,Index,Units,Undefined,0.255005542
2001 11,Vegetables,Index,Units,Undefined,-0.303707982
2001 12,Vegetables,Index,Units,Undefined,0.17510987
2002 01,Vegetables,Index,Units,Undefined,1.732040801
2002 02,Vegetables,Index,Units,Undefined,1.555998463
2002 03,Vegetables,Index,Units,Undefined,1.676450239
2002 04,Vegetables,Index,Units,Undefined,-0.094448531
2002 05,Vegetables,Index,Units,Undefined,-1.721292799
2002 06,Vegetables,Index,Units,Undefined,-2.896492735
2002 07,Vegetables,Index,Units,Undefined,-1.91077814
2002 08,Vegetables,Index,Units,Undefined,-1.379068951
2002 09,Vegetables,Index,Units,Undefined,-0.357358026
2002 10,Vegetables,Index,Units,Undefined,-0.18134657
2002 11,Vegetables,Index,Units,Undefined,0.034423782
2002 12,Vegetables,Index,Units,Undefined,-0.649592455
2003 01,Vegetables,Index,Units,Undefined,-0.958911918
2003 02,Vegetables,Index,Units,Undefined,-0.321594994
2003 03,Vegetables,Index,Units,Undefined,-0.364865106
2003 04,Vegetables,Index,Units,Undefined,0.134950232
2003 05,Vegetables,Index,Units,Undefined,0.128031321
2003 06,Vegetables,Index,Units,Undefined,0.081768472
2003 07,Vegetables,Index,Units,Undefined,-0.388965318
2003 08,Vegetables,Index,Units,Undefined,-0.122762502
2003 09,Vegetables,Index,Units,Undefined,0.908283718
2003 10,Vegetables,Index,Units,Undefined,0.854241361
2003 11,Vegetables,Index,Units,Undefined,0.873316552
2003 12,Vegetables,Index,Units,Undefined,0.42202056
2004 01,Vegetables,Index,Units,Undefined,0.403971164
2004 02,Vegetables,Index,Units,Undefined,-0.02713566
2004 03,Vegetables,Index,Units,Undefined,0.072641413
2004 04,Vegetables,Index,Units,Undefined,-0.639749276
2004 05,Vegetables,Index,Units,Undefined,-0.453053855
2004 06,Vegetables,Index,Units,Undefined,-0.707578887
2004 07,Vegetables,Index,Units,Undefined,-0.688173735
2004 08,Vegetables,Index,Units,Undefined,-0.983344684
2004 09,Vegetables,Index,Units,Undefined,-0.948639432
2004 10,Vegetables,Index,Units,Undefined,-0.402310214
2004 11,Vegetables,Index,Units,Undefined,-0.392636536
2004 12,Vegetables,Index,Units,Undefined,0.050614304
2005 01,Vegetables,Index,Units,Undefined,0.601041638
2005 02,Vegetables,Index,Units,Undefined,1.379020011
2005 03,Vegetables,Index,Units,Undefined,1.712278408
2005 04,Vegetables,Index,Units,Undefined,0.511037982
2005 05,Vegetables,Index,Units,Undefined,-0.145236794
2005 06,Vegetables,Index,Units,Undefined,-0.697073691
2005 07,Vegetables,Index,Units,Undefined,-0.452298573
2005 08,Vegetables,Index,Units,Undefined,-0.6753301
2005 09,Vegetables,Index,Units,Undefined,-0.432542428
2005 10,Vegetables,Index,Units,Undefined,-0.758361502
2005 11,Vegetables,Index,Units,Undefined,-0.503577096
2005 12,Vegetables,Index,Units,Undefined,-0.082912868
2006 01,Vegetables,Index,Units,Undefined,-0.06187061
2006 02,Vegetables,Index,Units,Undefined,-0.03528047
2006 03,Vegetables,Index,Units,Undefined,-0.810578329
2006 04,Vegetables,Index,Units,Undefined,-0.854192988
2006 05,Vegetables,Index,Units,Undefined,-0.061845819
2006 06,Vegetables,Index,Units,Undefined,0.433286445
2006 07,Vegetables,Index,Units,Undefined,0.70274139
2006 08,Vegetables,Index,Units,Undefined,0.139736644
2006 09,Vegetables,Index,Units,Undefined,0.218665972
2006 10,Vegetables,Index,Units,Undefined,0.730830748
2006 11,Vegetables,Index,Units,Undefined,1.681548252
2006 12,Vegetables,Index,Units,Undefined,0.941722501
2007 01,Vegetables,Index,Units,Undefined,1.015391813
2007 02,Vegetables,Index,Units,Undefined,0.980039561
2007 03,Vegetables,Index,Units,Undefined,1.192908563
2007 04,Vegetables,Index,Units,Undefined,1.758227055
2007 05,Vegetables,Index,Units,Undefined,0.877857306
2007 06,Vegetables,Index,Units,Undefined,0.941842998
2007 07,Vegetables,Index,Units,Undefined,0.21740695
2007 08,Vegetables,Index,Units,Undefined,0.676610263
2007 09,Vegetables,Index,Units,Undefined,0.217614097
2007 10,Vegetables,Index,Units,Undefined,0.578756212
2007 11,Vegetables,Index,Units,Undefined,0.194083164
2007 12,Vegetables,Index,Units,Undefined,0.75652632
