Year,Gas,Sector (end-user),Sector detail (end-user),Sector (source),Sector detail (source),Observation status,Unit multiplier,Unit measure,Value
2007,,Business,Industrial combustion and electricity (excl. iron and steel),,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),120.923576183413
2008,,Business,Industrial combustion and electricity (excl. iron and steel),,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),115.919919609942
2009,,Business,Industrial combustion and electricity (excl. iron and steel),,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),98.0045256992626
2010,,Business,Industrial combustion and electricity (excl. iron and steel),,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),103.15387457728
2011,,Business,Industrial combustion and electricity (excl. iron and steel),,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),95.7056801977854
2012,,Business,Industrial combustion and electricity (excl. iron and steel),,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),96.9881452713636
2013,,Business,Industrial combustion and electricity (excl. iron and steel),,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),91.8956756993196
2014,,Business,Industrial combustion and electricity (excl. iron and steel),,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),84.4171871633244
2015,,Business,Industrial combustion and electricity (excl. iron and steel),,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),78.1364343455986
2016,,Business,Industrial combustion and electricity (excl. iron and steel),,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),71.8421766546247
2017,,Business,Industrial combustion and electricity (excl. iron and steel),,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),70.5842401879137
2018,,Business,Industrial combustion and electricity (excl. iron and steel),,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),67.8606220089029
1990,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),57.9945169160386
1991,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),58.2029041634919
1992,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),54.8835247576643
1993,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),54.856705936944
1994,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),52.0674557512478
1995,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),53.2183574047541
1996,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),54.0452573740894
1997,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),51.9907391406256
1998,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),52.6213436057255
1999,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),51.5764335369815
2000,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),55.366719475611
2001,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),58.6921844498535
2002,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),54.0672532070466
2003,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),57.1184807529796
2004,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),55.9059024344781
2005,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),56.4461723986874
2006,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),57.0367666649616
2007,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),55.3430350262411
2008,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),58.2731781180787
2009,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),50.3880102600608
2010,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),52.8530902341575
2011,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),49.2596003537598
2012,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),54.0154436441667
2013,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),51.5527760101342
2014,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),43.7880625566418
2015,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),39.5342492880725
2016,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),34.2028764136111
2017,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),31.3352453110656
2018,,Business,Commercial and miscellaneous combustion and electricity,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),30.1297946772172
1990,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.00882332560061
1991,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.06129719635794
1992,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.11517669243479
1993,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.956139120527287
1994,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.01557768252223
1995,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.0784655457811
1996,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.14526785866792
1997,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.14327398768322
1998,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.15105425631828
1999,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.1557317424668
2000,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.14389463356498
2001,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.971323670066589
2002,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.922832183428153
2003,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.901328203486427
2004,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.936033058136381
2005,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.978295652485474
2006,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.760478594239612
2007,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.745378172739634
2008,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.649347768570209
2009,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.604138785952808
2010,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.647083605121642
2011,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.63028649411467
2012,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.624521253560045
2013,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.567679843044765
2014,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.55628413790419
2015,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.563891786595147
2016,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.608136980622795
2017,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.60505401232911
2018,,Business,"Electronics, electrical insulation, scientific research, military applications and sporting goods",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.614324156720023
1990,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1991,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1992,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.985799295778182
1993,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.15853069600722
1994,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.1362598880836
1995,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.995508304613936
1996,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.49471735856265
1997,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.913576860669456
1998,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.497508695128453
1999,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2000,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0679481060109142
2001,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2002,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.553860028889224
2003,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.504726546038355
2004,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.25481092065722
2005,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2006,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2007,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2008,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.350932917978856
2009,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0385035497552355
2010,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.691902236867033
2011,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.394649706072207
2012,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.368415144021207
2013,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.290664663212431
2014,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.452538703995306
2015,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2016,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.055843670249496
2017,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0616618861924362
2018,,Business,Non energy use of fuels,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0448965021031168
1990,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.01651232375
1991,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.014026025
1992,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.01389197875
1993,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.012908935
1994,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.012608895
1995,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.015379585
1996,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.01323859875
1997,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0114958675
1998,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.01036631375
1999,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0116785825
2000,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0102079575
2001,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.01163394375
2002,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.012228419125
2003,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.01418173575
2004,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0108765864356436
2005,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.010227389575
2006,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.010868605475
2007,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.01027861575
2008,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00910012035648554
2009,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00697052954450853
2010,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00362473348562328
2011,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00374482691337883
2012,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00356157510282706
2013,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00285669019014646
2014,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00263300450480603
2015,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00274056131955619
2016,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00273303747241946
2017,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00271525383373262
2018,,Business,Accidental fires - business,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00255639806123198
1990,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.519674359629394
1991,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.521501107498491
1992,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.522824864155123
1993,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.523999720886043
1994,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.525345267775706
1995,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.526822463989931
1996,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.528089929211233
1997,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.529450002922916
1998,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.530909040609616
1999,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.532811146367945
2000,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.534642433868923
2001,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.536702664084947
2002,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.538996639946547
2003,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.541456984237338
2004,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.544305167438289
2005,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.548508067585304
2006,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.552264077290645
2007,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.556732055622482
2008,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.56131433280583
2009,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.565279374400784
2010,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.569809654640562
2011,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.574582523728821
2012,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.578394770393909
2013,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.58203214135966
2014,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.586490949635096
2015,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.591151172297848
2016,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.596035997787568
2017,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.599596658053786
2018,,Business,N2O use as an anaesthetic,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.603185881683802
1990,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),146.557933540242
1991,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),144.467754038612
1992,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),146.168659788636
1993,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),148.50426771339
1994,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),150.696636997464
1995,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),151.174318404202
1996,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),155.957317341482
1997,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),156.453173237165
1998,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),155.907227058429
1999,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),155.913450839817
2000,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),153.7226790506
2001,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),153.600454701502
2002,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),157.692270642879
2003,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),155.719366914024
2004,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),154.85956894845
2005,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),156.15366974937
2006,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),155.065358298764
2007,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),156.299163495199
2008,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),148.899840640161
2009,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),143.800973645172
2010,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),141.987346731252
2011,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),139.236718775636
2012,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),137.01007985837
2013,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),135.057131329917
2014,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),136.331472922266
2015,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),138.479934505543
2016,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),140.453269183872
2017,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),140.934843868826
2018,,Transport,,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),138.950802283288
1990,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.17314316080426
1991,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.19808388722215
1992,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.20066776678724
1993,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.16742910089393
1994,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.07441246171691
1995,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.14537686726705
1996,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.28588803062159
1997,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.31565303282014
1998,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.42847132770226
1999,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.57845286601712
2000,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.67790081011521
2001,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.74895406799027
2002,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.77004193855573
2003,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.81040470657236
2004,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.86079598333957
2005,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),2.07524177583378
2006,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.9793423277278
2007,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.88763062902263
2008,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.80417735185016
2009,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.60366539108912
2010,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.47641066980459
2011,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.40850629430056
2012,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.3365883228706
2013,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.35903169460653
2014,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.24039675579649
2015,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.26588985472631
2016,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.18621034449527
2017,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.27267910017428
